"player_name_pfr","college_combine","Ht","Wt","X40yd","Vertical","Bench","Broad_Jump","X3Cone","Shuttle","pos_combine","combine_yr","Pick","Career_AV_New","draft_dummy"
"Rod Davis","Southern Miss",74,239,4.76,NA,NA,114,7.2,4.02,"ILB",2004,155,3,1
"Roderick Green","Central Missouri State",74,245,4.7,34.5,21,129,7.26,4.04,"DE",2004,153,6,1
"Rodney Leisle","UCLA",75,309,5.15,NA,31,NA,NA,NA,"DT",2004,139,2,1
"Roy Williams","Texas",74,212,4.48,NA,NA,NA,NA,NA,"WR",2004,7,42,1
"Ryan Krause","Nebraska-Omaha",74,244,4.6,33.5,18,119,6.78,4.16,"WR",2004,169,1,1
"Ryon Bingham","Nebraska",75,303,5.09,30,33,109,7.44,4.38,"DT",2004,204,6,1
"Scott Jackson","BYU",76,300,4.98,30.5,28,105,7.84,4.52,"C",2004,300,0,0
"Scott Rislov","San Jose State",73,224,4.95,30,NA,119,7.44,4.34,"QB",2004,300,0,0
"Shannon Snell","Florida",76,316,5.82,25.5,21,93,8.38,4.91,"OG",2004,300,0,0
"Shaud Williams","Alabama",67,193,4.73,34,15,114,7.01,4.15,"RB",2004,300,0,0
"Spencer Johnson","Auburn",75,286,5.06,30,19,111,7.78,4.53,"DT",2004,300,0,0
"Stanford Samuels","Florida State",70,193,4.58,NA,NA,NA,NA,NA,"CB",2004,300,0,0
"Samie Parker","Oregon",70,179,4.39,36,NA,NA,NA,NA,"WR",2004,105,13,1
"Scott Wells","Tennessee",74,300,5.3,31,31,109,7.56,4.35,"C",2004,251,63,1
"Sean Bubin","Illinois",78,306,5.32,24.5,25,97,7.66,4.76,"OT",2004,159,0,1
"Sean Jones","Georgia",73,218,4.63,36.5,NA,122,7.19,NA,"S",2004,59,31,1
"Sean Locklear","North Carolina State",76,308,5.16,29,27,100,7.85,4.56,"OG",2004,84,42,1
"Sean McHugh","Penn State",77,264,4.92,29,18,115,7.36,4.09,"TE",2004,241,2,1
"Sean Ryan","Boston Col.",76,268,4.97,32.5,22,115,NA,NA,"TE",2004,144,1,1
"Sean Taylor","Miami (FL)",74,230,4.51,NA,NA,NA,NA,NA,"S",2004,5,32,1
"Sean Tufts","Colorado",76,242,4.61,34.5,21,118,6.94,3.94,"OLB",2004,196,1,1
"Shane Olivea","Ohio State",75,302,5.29,29,NA,92,8.25,4.71,"OT",2004,209,36,1
"Shaun Phillips","Purdue",75,255,4.78,33,NA,114,6.95,4.23,"DE",2004,98,53,1
"Shawn Andrews","Arkansas",76,366,5.49,25,27,98,8.25,4.85,"OT",2004,16,34,1
"Shawn Johnson","Pittsburgh",76,269,4.87,NA,NA,NA,NA,NA,"DE",2004,166,0,1
"Shawntae Spencer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,58,28,1
"Sloan Thomas","Texas",73,203,4.5,NA,NA,NA,NA,NA,"WR",2004,211,0,1
"Stacy Andrews","Mississippi",78,342,5.07,30.5,34,106,8.09,4.78,"OT",2004,123,23,1
"Stephen Peterman","LSU",76,312,5.46,24.5,23,95,7.87,4.68,"OG",2004,83,34,1
"Steven Jackson","Oregon State",73,241,4.55,NA,NA,NA,NA,NA,"RB",2004,24,74,1
"Stuart Schweigert","Purdue",74,218,4.47,38,18,124,6.68,3.89,"S",2004,67,15,1
"Terrance Copper","East Carolina",72,208,4.53,35.5,NA,116,7.34,4.31,"WR",2004,300,0,0
"Toby Cecil","Texas Tech",76,297,5.25,NA,19,85,8.31,4.98,"C",2004,300,0,0
"Tommy Kelly","Mississippi State",78,294,4.87,25,24,105,7.79,4.45,"DE",2004,300,0,0
"Tony Johnson","Penn State",71,202,4.61,32.5,NA,118,7.16,4.16,"WR",2004,300,0,0
"Travis Wilson","Kansas State",75,256,4.89,33,25,109,7.56,4.36,"FB",2004,300,0,0
"Tyson Clabo","Wake Forest",79,315,5.51,30,24,100,8.09,4.88,"OG",2004,300,0,0
"Tatum Bell","Oklahoma State",71,212,4.37,38.5,25,117,NA,NA,"RB",2004,41,22,1
"Teddy Lehman","Oklahoma",73,240,4.55,34.5,26,113,6.91,4.06,"OLB",2004,37,9,1
"Thomas Tapeh","Minnesota",73,245,4.8,32.5,23,114,7.65,4.52,"FB",2004,162,2,1
"Tim Anderson","Ohio State",75,307,5.01,NA,NA,NA,NA,NA,"DT",2004,74,7,1
"Tim Euhus","Oregon State",77,260,4.93,34.5,25,115,6.99,4.13,"TE",2004,109,1,1
"Tommie Harris","Oklahoma",74,295,4.78,NA,29,NA,NA,NA,"DT",2004,14,54,1
"Tony Bua","Arkansas",71,209,4.67,36,15,120,6.75,4.08,"S",2004,160,1,1
"Tony Pape","Michigan",78,323,5.36,27,26,97,8.01,4.6,"OT",2004,221,0,1
"Travelle Wharton","South Carolina",76,312,5.14,31.5,NA,105,8.31,4.58,"OT",2004,94,45,1
"Travis Laboy","Hawaii",75,263,4.69,35.5,35,126,7.01,4.07,"DE",2004,300,0,0
"Trevor Johnson","Nebraska",77,260,4.8,35.5,23,110,7.06,4.08,"DE",2004,234,1,1
"Trey Darilek","Texas-El Paso",76,301,5.23,28.5,22,110,7.85,4.61,"OG",2004,131,1,1
"Triandos Luke","Alabama",71,199,4.51,38,NA,124,7.06,4.17,"WR",2004,171,0,1
"Troy Fleming","Tennessee",72,230,4.62,32,NA,120,6.94,3.91,"FB",2004,191,3,1
"Uyi Osunde","Connecticut",75,252,4.75,NA,33,NA,NA,NA,"DE",2004,300,0,0
"Virgil Williams","Washington State",73,196,4.66,NA,11,NA,NA,NA,"S",2004,300,0,0
"Vernon Carey","Miami (FL)",76,335,5.33,NA,30,NA,NA,NA,"OG",2004,19,49,1
"Vince Wilfork","Miami (FL)",73,323,5.08,NA,36,NA,NA,NA,"DT",2004,21,87,1
"Von Hutchins","Mississippi",70,185,4.46,34.5,11,115,7.05,4.06,"CB",2004,173,7,1
"Vontez Duff","Notre Dame",71,203,4.53,35,13,120,6.94,4.03,"CB",2004,170,0,1
"Will Allen","Ohio State",72,202,4.58,NA,NA,NA,NA,NA,"S",2004,111,24,1
"Will Poole","USC",70,194,4.47,NA,16,NA,NA,NA,"CB",2004,102,1,1
"Will Smith","Ohio State",75,275,4.6,NA,NA,NA,NA,NA,"DE",2004,18,52,1
"Aaron Francisco","BYU",74,211,4.74,35,17,113,6.96,4.07,"S",2005,300,0,0
"Aaron Rodgers","California",74,223,4.71,34.5,NA,110,7.38,NA,"QB",2005,24,151,1
"Abraham Elimimian","Hawaii",70,190,4.62,39,14,121,NA,4.05,"CB",2005,300,0,0
"Adam Bergen","Lehigh",76,265,4.78,38,25,121,7.11,4.1,"TE",2005,300,0,0
"Adam Jones","West Virginia",69,187,4.38,NA,NA,NA,NA,NA,"CB",2005,6,52,1
"Adam Kieft","Central Michigan",79,337,5.52,33,28,110,7.78,4.76,"OT",2005,153,0,1
"Adam Seward","UNLV",74,248,4.6,36.5,33,120,7.16,4.11,"ILB",2005,149,4,1
"Adam Snyder","Oregon",77,316,5.34,28.5,21,93,7.83,4.83,"OG",2005,94,33,1
"Adam Terry","Syracuse",80,330,5.4,28,NA,96,7.89,4.78,"OT",2005,64,10,1
"Adell Duckett","Texas Tech",75,270,4.93,34.5,14,105,7.75,4.35,"DE",2005,300,0,0
"Adrian Awasom","North Texas",76,279,4.93,32.5,23,107,7.57,4.4,"DE",2005,300,0,0
"Adrian McPherson","Florida State",75,218,4.71,34.5,22,128,6.93,4.08,"QB",2005,152,0,1
"Adrian Ward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,219,0,1
"Airese Currie","Clemson",70,186,4.49,38,NA,125,7.05,4.07,"WR",2005,140,0,1
"Albert Means","Memphis",76,318,5.4,27,26,96,8.21,4.87,"DT",2005,300,0,0
"Alex Barron","Florida State",79,320,4.87,35.5,NA,112,7.83,4.56,"OT",2005,19,32,1
"Alex Haynes","Central Florida",70,223,4.51,32.5,21,NA,NA,NA,"RB",2005,300,0,0
"Alex Holmes","USC",74,265,5.04,NA,18,NA,NA,NA,"TE",2005,300,0,0
"Alex Smith","Utah",76,217,4.71,32,NA,113,6.82,3.96,"QB",2005,1,97,1
"Alfred Fincher","Connecticut",73,238,4.68,31.5,25,112,7.69,4.45,"ILB",2005,82,3,1
"Alphonso Hodge","Miami (OH)",71,203,4.44,34,20,NA,NA,3.99,"CB",2005,147,0,1
"Alvin Pearman","Virginia",69,208,4.63,34,24,114,7.06,4.08,"RB",2005,127,5,1
"Andre Frazier","Cincinnati",77,234,4.66,38,19,124,7.09,4.12,"DE",2005,300,0,0
"Andre Maddox","Boise State",73,205,4.46,36.5,17,127,7.33,NA,"S",2005,161,0,1
"Andrew Hoffman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,203,0,1
"Andrew Walter","Arizona State",78,233,4.86,NA,NA,NA,NA,NA,"QB",2005,69,1,1
"Andy Stokes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,255,0,1
"Anthony Alabi","TCU",77,310,5.12,32.5,18,105,7.62,4.6,"OT",2005,162,1,1
"Anthony Bryant","Alabama",75,337,5.06,31.5,23,106,7.8,4.68,"DT",2005,178,2,1
"Anthony Davis","Wisconsin",67,200,4.5,38,18,121,7.39,NA,"RB",2005,243,0,1
"Antonio Perkins","Oklahoma",71,190,4.49,40,10,126,7.17,4.07,"CB",2005,103,0,1
"Antrel Rolle","Miami (FL)",72,201,4.48,NA,15,NA,NA,NA,"CB",2005,8,54,1
"Anttaj Hawthorne","Wisconsin",75,321,5.23,27,21,100,8,4.69,"DT",2005,175,1,1
"Aric Williams","Oregon State",71,187,4.58,36,8,117,NA,NA,"CB",2005,300,0,0
"Atari Bigby","Central Florida",71,214,4.57,35,19,112,7,4.1,"S",2005,300,0,0
"Atiyyah Ellison","Missouri",76,305,5.07,27.5,25,103,8,4.79,"DT",2005,89,0,1
"Barrett Ruud","Nebraska",74,241,4.75,34.5,25,112,7.22,3.94,"ILB",2005,36,41,1
"Ben Emanuel","UCLA",75,213,4.57,NA,21,NA,NA,NA,"S",2005,171,3,1
"Benard Thomas","Nebraska",76,269,4.9,30,27,108,8.24,4.34,"DE",2005,300,0,0
"Bill Swancutt","Oregon State",76,270,5,34,23,113,7.35,4.24,"DE",2005,184,0,1
"Billy Bajema","Oklahoma State",77,261,4.74,31.5,16,113,7.05,4.25,"TE",2005,249,2,1
"Bo Scaife","Texas",75,249,4.75,32.5,24,114,7.21,4.12,"TE",2005,179,20,1
"Brady Poppinga","BYU",75,259,4.59,35.5,26,110,7.27,4.38,"DE",2005,125,26,1
"Brandon Browner","Oregon State",75,221,4.63,36.5,13,123,7.2,4.24,"CB",2005,300,0,0
"Brandon Jacobs","Southern Illinois",76,267,4.56,37,19,118,7.53,4.46,"RB",2005,110,36,1
"Brandon Jones","Oklahoma",73,210,4.42,37,NA,114,7.03,4.08,"WR",2005,96,12,1
"Braylon Edwards","Michigan",75,211,4.45,NA,NA,NA,NA,NA,"WR",2005,3,41,1
"Brodney Pool","Oklahoma",73,207,4.52,NA,NA,NA,NA,NA,"S",2005,34,27,1
"Bryan Randall","Virginia Tech",72,225,4.71,33,NA,113,6.97,4.08,"QB",2005,300,0,0
"Bryant McFadden","Florida State",72,193,4.44,38.5,23,130,NA,4.04,"CB",2005,62,25,1
"Bryce Benekos","Texas-El Paso",77,227,5.1,NA,NA,NA,NA,NA,"P",2005,300,0,0
"C.J. Mosley","Missouri",74,314,5.08,27.5,27,100,8.21,4.64,"DT",2005,191,21,1
"Calvin Armstrong","Washington State",79,325,5.51,34,26,100,7.62,4.66,"OT",2005,211,0,1
"Carlos Rogers","Auburn",72,196,4.44,40.5,15,126,6.48,3.82,"CB",2005,9,49,1
"Cedric Benson","Texas",70,222,4.62,NA,NA,NA,NA,NA,"RB",2005,4,34,1
"Cedric Houston","Tennessee",71,225,4.61,NA,NA,NA,NA,NA,"RB",2005,182,5,1
"Cedrick Williams","Kansas State",70,168,4.5,35,13,121,7.24,4.22,"CB",2005,300,0,0
"Chad Owens","Hawaii",67,183,4.62,37,NA,116,6.7,3.94,"WR",2005,185,0,1
"Channing Crowder","Florida",74,252,4.71,NA,NA,NA,NA,NA,"ILB",2005,70,31,1
"Charles Frederick","Washington",71,194,4.78,33,NA,108,7.39,4.25,"WR",2005,300,0,0
"Charlie Frye","Akron",76,225,4.79,33,NA,113,6.94,4.08,"QB",2005,67,8,1
"Chase Lyman","California",75,217,4.5,NA,NA,NA,NA,NA,"WR",2005,118,0,1
"Chauncey Davis","Florida State",74,273,4.8,37,22,118,7.66,4.44,"DE",2005,128,20,1
"Chauncey Stovall","Florida State",73,221,4.62,NA,NA,NA,NA,NA,"WR",2005,300,0,0
"Chris Canty","Virginia",79,279,4.98,NA,NA,NA,NA,NA,"DE",2005,132,46,1
"Chris Colmer","Boise State",77,310,5.19,NA,NA,NA,NA,NA,"OT",2005,91,0,1
"Chris Harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,181,41,1
"Chris Henry","West Virginia",76,197,4.5,NA,NA,NA,NA,NA,"WR",2005,83,16,1
"Chris Kemoeatu","Utah",75,344,5.34,29,26,98,7.75,4.54,"OG",2005,204,25,1
"Chris McKenzie","Arizona State",68,185,4.32,45,6,136,6.9,4.32,"CB",2005,300,0,0
"Chris Myers","Miami (FL)",77,300,5.11,NA,25,NA,NA,NA,"OG",2005,200,54,1
"Chris Rix","Florida State",74,214,4.7,33.5,NA,116,7.53,4.53,"QB",2005,300,0,0
"Chris Roberson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,237,0,1
"Chris Spencer","Mississippi",75,309,5.21,32,26,105,8.06,4.59,"C",2005,26,33,1
"Ciatrick Fason","Florida",73,207,4.58,NA,NA,NA,NA,NA,"RB",2005,112,1,1
"Claude Terrell","New Mexico",74,343,5.42,24.5,27,89,8.17,4.75,"OG",2005,134,6,1
"Clifford Dukes","Michigan State",75,268,4.95,31.5,28,NA,NA,NA,"DE",2005,300,0,0
"Corey Webster","LSU",72,199,4.5,NA,9,NA,NA,NA,"CB",2005,43,33,1
"Cornelius Wortham","Alabama",73,236,4.71,37,22,110,NA,4.38,"OLB",2005,235,1,1
"Courtney Roby","Indiana",72,189,4.41,36.5,NA,126,6.6,3.94,"WR",2005,68,3,1
"Craig Bragg","UCLA",73,196,4.46,36,NA,NA,NA,NA,"WR",2005,195,0,1
"Craig Ochs","Montana",74,218,4.87,28.5,NA,104,7.03,4.13,"QB",2005,300,0,0
"Craphonso Thorpe","Florida State",73,188,4.38,NA,NA,NA,NA,NA,"WR",2005,116,1,1
"Damien Nash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,142,1,1
"Dan Buenning","Wisconsin",76,320,5.35,28,29,111,7.9,4.59,"OG",2005,107,10,1
"Dan Cody","Oklahoma",77,254,4.75,NA,NA,NA,NA,NA,"DE",2005,53,0,1
"Dan Connolly","Southeast Missouri",76,311,5.19,28.5,22,108,7.65,4.54,"OT",2005,300,0,0
"Dan Orlovsky","Connecticut",77,225,4.93,29.5,NA,107,7.33,4.39,"QB",2005,145,7,1
"Dan Sheldon","Northern Illinois",69,179,4.43,NA,NA,NA,NA,NA,"WR",2005,300,0,0
"Daniel Loper","Texas Tech",78,306,5.3,32,14,101,7.74,4.68,"OT",2005,150,6,1
"Dante Ridgeway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,192,0,1
"Darrell Shropshire","South Carolina",74,301,4.87,34,25,116,7.54,4.31,"DT",2005,241,2,1
"Darren Sproles","Kansas State",66,187,4.47,33,23,105,6.96,3.96,"RB",2005,130,63,1
"Darrent Williams","Oklahoma State",69,176,4.3,39,16,124,6.97,3.96,"CB",2005,56,10,1
"Darryl Blackstock","Virginia",75,247,4.7,39,25,126,7.05,4.29,"OLB",2005,95,7,1
"Dave Kashetta","Boston Col.",75,247,4.87,35.5,17,113,7.34,4.34,"TE",2005,300,0,0
"Dave Rayner","Michigan State",74,210,5,NA,NA,NA,NA,NA,"K",2005,202,3,1
"Daven Holly","Cincinnati",70,192,4.39,39,15,115,7.16,4.08,"CB",2005,215,10,1
"David Baas","Michigan",76,319,5.06,29.5,29,105,7.5,4.46,"OG",2005,33,34,1
"David Bergeron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,252,0,1
"David Greene","Georgia",75,226,4.78,31.5,NA,115,7,4.1,"QB",2005,85,0,1
"David McMillan","Kansas",75,262,4.58,34,16,120,7.11,4.07,"DE",2005,139,2,1
"David Pollack","Georgia",74,265,4.75,37,25,120,6.86,3.9,"DE",2005,17,3,1
"David Stewart","Mississippi State",78,314,5.25,NA,24,NA,NA,NA,"OT",2005,113,53,1
"DeAndra Cobb","Michigan State",70,196,4.49,34,17,118,7.13,4.25,"RB",2005,201,0,1
"DeMarcus Ware","Troy",76,251,4.56,38.5,27,122,6.83,4.07,"OLB",2005,11,100,1
"DeCori Birmingham","Arkansas",70,210,4.56,34.5,14,118,7.13,4.28,"RB",2005,300,0,0
"Derek Anderson","Oregon State",78,242,5.03,29,NA,103,7.67,4.62,"QB",2005,213,23,1
"Derreck Robinson","Iowa",76,289,NA,34.5,27,114,7.97,4.53,"DT",2005,300,0,0
"Derrick Johnson","Texas",71,197,4.43,NA,18,NA,7.15,4.1,"CB",2005,15,84,1
"Diamond Ferri","Syracuse",70,223,4.59,35.5,20,111,7.15,4.14,"S",2005,300,0,0
"Domonique Foxworth","Maryland",71,184,4.34,41,14,125,6.78,3.89,"CB",2005,97,17,1
"Donte Nicholson","Oklahoma",73,212,4.56,NA,18,NA,NA,NA,"S",2005,141,1,1
"Doug Nienhuis","Oregon State",78,307,5.15,29.5,22,99,7.5,4.47,"OG",2005,254,0,1
"Drew Hodgdon","Arizona State",75,309,5.31,32.5,NA,109,7.49,4.45,"C",2005,151,3,1
"Duke Preston","Illinois",77,311,NA,32,21,96,7.57,4.45,"C",2005,122,11,1
"Dustin Colquitt","Tennessee",74,211,4.88,NA,NA,NA,NA,NA,"P",2005,99,24,1
"Dustin Fox","Ohio State",71,191,4.43,43.5,7,NA,NA,NA,"S",2005,80,0,1
"Dustin Long","SMU",74,208,4.67,30.5,NA,108,6.77,4.08,"QB",2005,300,0,0
"Dylan Gandy","Texas Tech",75,304,5.12,29.5,NA,100,7.62,4.51,"OG",2005,129,15,1
"Efrem Hill","Samford",72,179,4.58,37.5,NA,124,7.42,4.07,"WR",2005,300,0,0
"Ellis Hobbs","Iowa State",69,192,4.45,42,12,124,6.8,4.07,"CB",2005,84,28,1
"Elton Brown","Virginia",77,329,4.93,NA,NA,NA,NA,NA,"OG",2005,111,8,1
"Erasmus James","Wisconsin",76,266,4.81,37.5,NA,122,7.56,4.37,"DE",2005,18,6,1
"Eric Coleman","Clemson",77,288,5.12,33,27,118,7.42,4.71,"DT",2005,300,0,0
"Eric Ghiaciuc","Central Michigan",76,302,5.09,32,30,105,7.87,4.56,"C",2005,119,16,1
"Eric Green","Virginia Tech",71,198,4.52,38,NA,120,NA,3.9,"CB",2005,75,11,1
"Eric King","Wake Forest",68,189,4.43,NA,12,NA,NA,NA,"CB",2005,156,4,1
"Eric Moore","Florida State",76,262,4.84,29.5,22,108,7.62,4.5,"DE",2005,186,5,1
"Eric Shelton","Louisville",73,246,4.53,38.5,NA,124,7.44,4.08,"RB",2005,54,0,1
"Erik Pears","Colorado State",80,312,5.12,NA,NA,NA,NA,NA,"OT",2005,300,0,0
"Ernest Shazor","Michigan",76,228,4.65,NA,NA,NA,NA,NA,"S",2005,300,0,0
"Evan Mathis","Alabama",77,304,4.92,35.5,35,117,7.37,4.16,"OG",2005,79,44,1
"Fabian Washington","Nebraska",70,188,4.29,41.5,18,129,NA,3.91,"CB",2005,23,21,1
"Frank Gore","Miami (FL)",69,217,4.58,NA,NA,NA,NA,NA,"RB",2005,65,94,1
"Frank Omiyale","Tennessee Tech",76,310,5.3,29.5,22,101,8.19,4.72,"OT",2005,163,18,1
"Fred Gibson","Georgia",76,196,4.55,38.5,NA,126,7.03,4.1,"WR",2005,131,0,1
"Geoff Hangartner","Texas A&M",77,301,5.21,28.5,26,103,7.62,4.52,"C",2005,169,35,1
"George Gause","South Carolina",77,275,4.68,NA,NA,NA,NA,NA,"DE",2005,300,0,0
"Gerald Sensabaugh","North Carolina",72,214,4.44,46,17,133,NA,NA,"S",2005,157,31,1
"Gino Guidugli","Cincinnati",76,229,5,29,NA,103,7.41,4.52,"QB",2005,300,0,0
"Hamza Abdullah","Washington State",74,214,NA,39,18,114,6.94,NA,"S",2005,231,5,1
"Harry Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,240,0,1
"Harvey Dahl","Nevada",78,299,5.42,27,17,99,8.15,4.58,"OT",2005,300,0,0
"Heath Miller","Virginia",77,256,4.79,NA,NA,NA,NA,NA,"TE",2005,30,46,1
"J.J. Arrington","California",69,214,4.4,35,18,121,6.81,4.1,"RB",2005,44,11,1
"J.R. Russell","Louisville",75,206,4.56,34.5,NA,NA,NA,NA,"WR",2005,253,0,1
"Jamaal Brimmer","UNLV",73,216,4.8,32,16,113,7.78,4.63,"S",2005,300,0,0
"Jamaica Rector","Northwest Missouri State",70,186,4.47,36.5,NA,122,6.78,4.13,"WR",2005,300,0,0
"Jamar Enzor","Cincinnati",72,243,4.75,NA,21,NA,NA,NA,"OLB",2005,300,0,0
"James Butler","Georgia Tech",74,213,4.51,40.5,16,127,7.1,3.98,"S",2005,300,0,0
"James Kilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,229,0,1
"James Sanders",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,133,25,1
"Jammal Brown","Oklahoma",78,316,5.06,31.5,NA,109,7.93,4.67,"OT",2005,13,55,1
"Jared Allen","Florida Atlantic",74,218,4.93,27.5,NA,106,7.29,4.39,"QB",2005,300,0,0
"Jared Newberry","Stanford",73,234,4.71,NA,NA,NA,NA,NA,"OLB",2005,183,0,1
"Jason Brown","North Carolina",75,313,5.4,30.5,23,105,7.72,4.51,"C",2005,124,29,1
"Jason Campbell","Auburn",77,230,4.71,NA,NA,NA,NA,NA,"QB",2005,25,47,1
"Jason Harmon","Michigan State",71,209,4.7,37,23,118,7.61,4.1,"S",2005,300,0,0
"Jason Jefferson","Wisconsin",74,310,5.1,28.5,NA,102,7.79,4.47,"DT",2005,193,3,1
"Jason White","Oklahoma",74,223,4.9,31,NA,108,7.28,4.19,"QB",2005,300,0,0
"Jay Ratliff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,224,56,1
"Jeb Huckeba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,159,0,1
"Jeremy Parquet","Southern Miss",79,323,5.31,29.5,17,94,7.95,4.8,"OT",2005,238,0,1
"Jerome Carter","Florida State",71,220,4.47,35,21,121,7.18,4.04,"S",2005,117,3,1
"Jerome Collins","Notre Dame",76,267,4.71,NA,21,118,NA,NA,"TE",2005,144,0,1
"Jerome Mathis","Kansas State",71,181,4.28,35.5,NA,123,NA,NA,"WR",2005,114,4,1
"Jerron Wishom","Louisiana Tech",72,193,4.5,38,18,118,6.81,4.07,"CB",2005,300,0,0
"Jim Davis","Virginia Tech",75,277,4.75,34,NA,111,7.11,4.23,"DE",2005,300,0,0
"Jim Leonhard","Wisconsin",68,191,4.63,NA,19,NA,NA,NA,"S",2005,300,0,0
"Jimmy Verdon","Arizona State",75,280,5.02,29.5,18,105,7.89,4.53,"DE",2005,232,0,1
"Joe Berger","Michigan Tech",77,303,5.18,27,30,96,7.77,4.62,"OT",2005,207,36,1
"Joel Dreessen","Colorado State",76,260,4.72,36,22,113,7.09,4.01,"TE",2005,198,16,1
"Johnathan Goddard","Marshall",72,238,4.67,35,27,107,7.48,4.14,"OLB",2005,300,0,0
"Jon Dunn","Virginia Tech",79,328,5.4,NA,NA,NA,NA,NA,"OT",2005,217,0,1
"Jonas Crafts","Texas-El Paso",75,247,4.89,NA,24,NA,NA,NA,"TE",2005,300,0,0
"Jonathan Babineaux","Iowa",74,286,4.87,29.5,21,109,7.7,4.57,"DT",2005,59,53,1
"Jonathan Fanene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,233,13,1
"Jonathan Pollard","Oregon State",73,247,4.68,35,21,116,7.41,4.07,"OLB",2005,300,0,0
"Jonathan Welsh","Wisconsin",75,244,4.61,40.5,19,130,7.83,4.22,"OLB",2005,148,0,1
"Jordan Beck","Cal Poly",74,233,4.6,41,25,128,7.11,4.1,"OLB",2005,90,2,1
"Josh Bullocks","Nebraska",72,209,4.46,37.5,NA,118,7.09,4.08,"S",2005,40,21,1
"Josh Davis","Marshall",72,191,4.52,37.5,NA,118,7.19,4.22,"WR",2005,300,0,0
"Jovan Haye","Vanderbilt",74,284,4.74,34,33,110,7.38,4.35,"DE",2005,189,25,1
"Junius Coston","North Carolina A&T",75,310,5.31,29.5,21,102,7.93,4.56,"C",2005,143,4,1
"Justin Beriault","Ball State",75,204,4.52,39.5,14,132,6.92,3.8,"S",2005,208,0,1
"Justin Geisinger","Vanderbilt",76,322,5.38,25,34,95,7.87,4.62,"OT",2005,197,0,1
"Justin Green","Montana",71,251,4.84,31,23,109,7.24,4.21,"FB",2005,158,0,1
"Justin Miller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,57,15,1
"Justin Tuck","Notre Dame",77,268,4.71,NA,NA,NA,NA,NA,"DE",2005,74,64,1
"Karl Paymah","Washington State",72,204,4.35,41.5,15,125,7.09,3.91,"CB",2005,76,6,1
"Kay-Jay Harris","West Virginia",72,241,4.56,38,NA,122,7.2,4.1,"RB",2005,300,0,0
"Keith Joseph","Texas A&M",74,254,4.68,33,27,113,7.43,4.2,"FB",2005,300,0,0
"Kelly Griffeth","Fort Hays State",77,284,4.9,28,21,103,7.25,4.27,"TE",2005,300,0,0
"Kelvin Hayden","Illinois",70,197,4.45,34,17,111,6.87,3.9,"CB",2005,60,24,1
"Kenneth Pettway","Grambling State",75,236,4.69,32.5,22,114,7.29,4.31,"OLB",2005,227,3,1
"Kerry Rhodes","Louisville",74,209,4.56,42,12,123,6.94,4.12,"S",2005,123,48,1
"Kevin Burnett","Tennessee",75,239,4.58,36,20,130,NA,NA,"OLB",2005,42,40,1
"Kevin Dudley","Michigan",72,238,4.91,30,19,109,7.25,4.56,"FB",2005,300,0,0
"Kevin Everett","Miami (FL)",77,241,4.72,NA,NA,NA,NA,NA,"TE",2005,86,0,1
"Kevin Vickerson","Michigan State",77,310,5,32.5,NA,103,7.78,4.64,"DT",2005,216,22,1
"Keyonta Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,247,0,1
"Khalif Barnes","Washington",78,305,4.92,35,26,106,7.57,4.54,"OT",2005,52,55,1
"Khari Long","Baylor",76,257,4.74,38.5,27,121,7.22,4.07,"DE",2005,199,0,1
"Kirk Morrison","San Diego State",73,235,4.75,NA,25,NA,NA,4.31,"ILB",2005,78,39,1
"Kurt Campbell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,245,0,1
"Kyle Orton","Purdue",76,233,5.06,26.5,NA,NA,7.38,4.52,"QB",2005,106,41,1
"Lance Mitchell","Oklahoma",74,247,4.85,33.5,15,NA,7.49,4.38,"ILB",2005,168,1,1
"Lance Moore","Toledo",69,177,4.52,NA,NA,NA,NA,NA,"WR",2005,300,0,0
"Larry Brackins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,155,0,1
"Larry Burt","Miami (OH)",74,304,5.36,28,22,98,8.03,4.72,"DT",2005,300,0,0
"Leron McCoy","Indiana (PA)",73,211,4.4,37,NA,120,7.19,4.21,"WR",2005,300,0,0
"Leroy Hill","Clemson",73,229,4.65,34,25,116,7.23,4.1,"ILB",2005,300,0,0
